Time (s),DeltaTime (s)
49.2575,0.001758
49.2607,0.003193
49.2645,0.003756
49.2684,0.003921
49.2720,0.003578
49.2755,0.003533
49.2795,0.004005
49.2830,0.003486
49.2869,0.003959
49.2905,0.003550
49.2939,0.003440
49.2977,0.003760
49.3015,0.003857
49.3049,0.003335
49.3086,0.003751
49.3124,0.003722
49.3162,0.003800
49.3198,0.003614
49.3235,0.003693
49.3271,0.003650
49.3318,0.004646
49.3352,0.003414
49.3389,0.003721
49.3425,0.003591
49.3469,0.004448
49.3506,0.003646
49.3565,0.005931
49.3709,0.014382
49.3762,0.005258
49.3866,0.010400
49.3981,0.011594
49.4195,0.021322
49.4260,0.006543
49.4287,0.002703
49.4316,0.002886
49.4359,0.004275
49.4423,0.006434
49.4441,0.001758
49.4474,0.003296
49.4508,0.003445
49.4547,0.003851
49.4581,0.003473
49.4618,0.003708
49.4660,0.004118
49.4699,0.003911
49.4735,0.003601
49.4773,0.003874
49.4809,0.003578
49.4846,0.003689
49.4884,0.003835
49.4918,0.003392
49.4954,0.003546
49.4996,0.004183
49.5030,0.003459
49.5070,0.003995
49.5105,0.003519
49.5142,0.003672
49.5178,0.003584
49.5215,0.003691
49.5256,0.004091
49.5302,0.004590
49.5340,0.003854
49.5374,0.003349
49.5413,0.003964
49.5451,0.003750
49.5492,0.004106
49.5526,0.003413
49.5582,0.005621
49.5609,0.002689
49.5665,0.005590
49.5735,0.007034
49.5754,0.001829
49.5789,0.003568
49.5829,0.003950
49.5885,0.005590
49.5907,0.002205
49.5959,0.005270
49.5993,0.003383
49.6026,0.003268
49.6064,0.003775
49.6110,0.004590
49.6144,0.003402
49.6178,0.003461
49.6215,0.003720
49.6256,0.004021
49.6292,0.003649
49.6346,0.005343
49.6378,0.003221
49.6414,0.003576
49.6451,0.003700
49.6490,0.003990
49.6528,0.003727
49.6572,0.004457
49.6613,0.004073
49.6657,0.004424
49.6811,0.015394
49.6888,0.007713
49.7037,0.014871
49.7089,0.005178
49.7151,0.006242
49.7495,0.034330
49.7567,0.007246
49.7603,0.003623
49.7627,0.002367
49.7646,0.001902
49.7682,0.003650
49.7717,0.003441
49.7752,0.003512
49.7789,0.003728
49.7847,0.005730
49.7875,0.002840
49.7907,0.003194
49.7944,0.003697
49.7987,0.004356
49.8021,0.003314
49.8057,0.003662
49.8094,0.003697
49.8136,0.004175
49.8175,0.003881
49.8208,0.003317
49.8244,0.003612
49.8299,0.005486
49.8334,0.003476
49.8360,0.002674
49.8400,0.003981
49.8438,0.003756
49.8479,0.004111
49.8522,0.004270
49.8559,0.003720
49.8592,0.003370
49.8646,0.005350
49.8724,0.007779
49.8745,0.002087
49.8779,0.003472
49.8814,0.003483
49.8854,0.003952
49.8888,0.003426
49.8927,0.003897
49.8964,0.003688
49.8998,0.003414
49.9037,0.003862
49.9077,0.004078
49.9110,0.003264
49.9147,0.003740
49.9190,0.004301
49.9222,0.003115
49.9258,0.003646
49.9296,0.003809
49.9339,0.004279
49.9377,0.003782
49.9411,0.003402
49.9448,0.003746
49.9488,0.003977
49.9523,0.003527
49.9561,0.003753
49.9606,0.004552
49.9644,0.003782
49.9680,0.003544
49.9721,0.004164
49.9793,0.007156
49.9881,0.008799
49.9931,0.005019
49.9981,0.005031
50.0107,0.012529
50.0252,0.014508
50.0293,0.004142
50.0584,0.029052
50.0674,0.009048
50.0763,0.008931
50.0815,0.005189
50.0882,0.006626
50.0911,0.002988
50.0936,0.002423
50.0961,0.002541
50.1000,0.003897
50.1031,0.003079
50.1071,0.004041
50.1137,0.006606
50.1191,0.005353
50.1249,0.005842
50.1271,0.002175
50.1297,0.002619
50.1332,0.003528
50.1392,0.005953
50.1425,0.003330
50.1452,0.002687
50.1494,0.004227
50.1526,0.003138
50.1563,0.003705
50.1604,0.004095
50.1636,0.003214
50.1675,0.003903
50.1713,0.003776
50.1751,0.003858
50.1793,0.004203
50.1895,0.010174
50.1918,0.002319
50.1939,0.002032
50.1975,0.003680
50.2016,0.004055
50.2055,0.003868
50.2091,0.003680
50.2129,0.003764
50.2168,0.003880
50.2204,0.003587
50.2241,0.003779
50.2278,0.003635
50.2315,0.003766
50.2363,0.004720
50.2395,0.003207
50.2433,0.003815
50.2474,0.004147
50.2508,0.003353
50.2544,0.003597
50.2583,0.003925
50.2617,0.003374
50.2662,0.004489
50.2695,0.003308
50.2732,0.003756
50.2768,0.003611
50.2808,0.003996
50.2846,0.003745
50.2887,0.004104
50.2942,0.005478
50.3043,0.010086
50.3145,0.010263
50.3319,0.017409
50.3575,0.025559
50.3633,0.005763
50.3693,0.006084
50.3713,0.002007
50.3739,0.002546
50.3761,0.002170
50.3814,0.005319
50.3899,0.008508
50.3941,0.004256
50.3967,0.002574
50.3996,0.002922
50.4031,0.003491
50.4070,0.003897
50.4103,0.003320
50.4154,0.005046
50.4236,0.008169
50.4255,0.001947
50.4287,0.003153
50.4329,0.004223
50.4374,0.004540
50.4411,0.003673
50.4448,0.003659
50.4485,0.003780
50.4516,0.003011
50.4551,0.003568
50.4596,0.004456
50.4628,0.003241
50.4665,0.003655
50.4705,0.004054
50.4744,0.003853
50.4776,0.003270
50.4816,0.003972
50.4855,0.003890
50.4893,0.003775
50.4930,0.003703
50.4966,0.003566
50.5006,0.004098
50.5049,0.004229
50.5086,0.003690
50.5122,0.003675
50.5199,0.007626
50.5242,0.004371
50.5260,0.001784
50.5299,0.003898
50.5338,0.003861
50.5382,0.004427
50.5417,0.003476
50.5452,0.003504
50.5491,0.003864
50.5528,0.003759
50.5563,0.003465
50.5598,0.003545
50.5639,0.004105
50.5672,0.003257
50.5711,0.003949
50.5749,0.003803
50.5785,0.003544
50.5824,0.003907
50.5924,0.009978
50.5989,0.006508
50.6091,0.010182
50.6283,0.019244
50.6357,0.007412
50.6402,0.004516
50.6472,0.006983
50.6534,0.006215
50.6563,0.002877
50.6636,0.007290
50.6713,0.007723
50.6833,0.011992
50.6938,0.010543
50.6972,0.003362
50.7054,0.008194
50.7092,0.003794
50.7117,0.002457
50.7178,0.006129
50.7244,0.006612
50.7267,0.002335
50.7314,0.004640
50.7389,0.007513
50.7428,0.003925
50.7454,0.002556
50.7484,0.002999
50.7516,0.003271
50.7555,0.003906
50.7590,0.003460
50.7633,0.004344
50.7675,0.004125
50.7705,0.003007
